nav_date,nav_value,scheme_code
2026-03-18,102816,47.8008
2026-03-19,102816,47.7139
2026-03-20,102816,47.6062
2026-03-21,102816,47.6062
2026-03-22,102816,47.6062
2026-03-23,102816,47.9653
2026-03-24,102816,47.6961
2026-03-25,102816,48.0091
2026-03-26,102816,48.2689
2026-03-27,102816,48.6276
2026-03-28,102816,48.6276
2026-03-29,102816,48.6276
2026-03-30,102816,48.6661
2026-03-31,102816,48.2574
2026-04-01,102816,48.4392
2026-04-02,102816,48.742
2026-04-03,102816,49.0996
2026-04-04,102816,49.0996
2026-04-05,102816,49.0996
2026-04-06,102816,49.6846
2026-04-07,102816,49.7816
2026-04-08,102816,49.1638
2026-04-09,102816,49.3314
2026-04-10,102816,49.0844
2026-04-11,102816,49.0844
2026-04-12,102816,49.0844
2026-04-13,102816,49.2114
2026-04-14,102816,48.8607
2026-04-15,102816,48.9493
2026-04-16,102816,49.2369
2026-04-17,102816,49.1235
2026-04-18,102816,49.1235
2026-04-19,102816,49.1235
2026-04-20,102816,49.0285
2026-04-21,102816,48.99
2026-04-22,102816,49.0907
2026-04-23,102816,48.8711
2026-04-24,102816,48.8617
2026-04-25,102816,48.8617
2026-04-26,102816,48.8617
2026-04-27,102816,48.9875
2026-04-28,102816,48.6964
2026-04-29,102816,48.6176
2026-04-30,102816,48.4885
2026-05-01,102816,48.839
2026-05-02,102816,48.839
2026-05-03,102816,48.839
2026-05-04,102816,48.7069
2026-05-05,102816,49.0547
2026-05-06,102816,49.0459
2026-05-07,102816,49.3624
2026-05-08,102816,49.5094
2026-05-09,102816,49.5094
2026-05-10,102816,49.5094
2026-05-11,102816,48.7548
2026-05-12,102816,49.0116
2026-05-13,102816,49.5265
2026-05-14,102816,49.9804
2026-05-15,102816,49.8114
2026-05-16,102816,49.8114
2026-05-17,102816,49.8114
2026-05-18,102816,49.8216
2026-05-19,102816,49.3152
2026-05-20,102816,48.8663
2026-05-21,102816,48.7844
2026-05-22,102816,48.4435
2026-05-23,102816,48.4435
2026-05-24,102816,48.4435
2026-05-25,102816,49.0707
2026-05-26,102816,49.551
2026-05-27,102816,49.0757
2026-05-28,102816,49.2915
2026-05-29,102816,49.4702
2026-05-30,102816,49.4702
2026-05-31,102816,49.4702
2026-06-01,102816,49.4812
2026-06-02,102816,49.2673
2026-06-03,102816,49.272
2026-06-04,102816,49.3352
2026-06-05,102816,48.8236
2026-06-06,102816,48.8236
2026-06-07,102816,48.8236
2026-06-08,102816,48.8996
2026-06-09,102816,48.6819
2026-06-10,102816,48.9389
2026-06-11,102816,48.8106
2025-01-17,103504,49.8272
2025-01-18,103504,49.8272
2025-01-19,103504,49.8272
2025-01-20,103504,50.2359
2025-01-21,103504,49.4062
2025-01-22,103504,49.244
2025-01-23,103504,49.4231
2025-01-24,103504,49.0498
2025-01-25,103504,49.0498
2025-01-26,103504,49.0498
2025-01-27,103504,48.8312
2025-01-28,103504,48.2551
2025-01-29,103504,48.5983
2025-01-30,103504,48.4747
2025-01-31,103504,48.2747
2025-02-01,103504,48.2747
2025-02-02,103504,48.2747
2025-02-03,103504,48.653
2025-02-04,103504,49.0932
2025-02-05,103504,49.5035
2025-02-06,103504,49.8612
2025-02-07,103504,50.5888
2025-02-08,103504,50.5888
2025-02-09,103504,50.5888
2025-02-10,103504,49.4881
2025-02-11,103504,49.507
2025-02-12,103504,50.268
2025-02-13,103504,50.079
2025-02-14,103504,50.284
2025-02-15,103504,50.284
2025-02-16,103504,50.284
2025-02-17,103504,50.7453
2025-02-18,103504,50.4291
2025-02-19,103504,50.2861
2025-02-20,103504,50.1359
2025-02-21,103504,49.3584
2025-02-22,103504,49.3584
2025-02-23,103504,49.3584
2025-02-24,103504,48.8696
2025-02-25,103504,48.331
2025-02-26,103504,48.9034
2025-02-27,103504,48.4158
2025-02-28,103504,48.3394
2025-03-01,103504,48.3394
2025-03-02,103504,48.3394
2025-03-03,103504,48.1672
2025-03-04,103504,48.0037
2025-03-05,103504,47.9124
2025-03-06,103504,48.2071
2025-03-07,103504,48.8005
2025-03-08,103504,48.8005
2025-03-09,103504,48.8005
2025-03-10,103504,49.2509
2025-03-11,103504,50.043
2025-03-12,103504,49.6174
2025-03-13,103504,48.8495
2025-03-14,103504,49.1299
2025-03-15,103504,49.1299
2025-03-16,103504,49.1299
2025-03-17,103504,49.035
2025-03-18,103504,49.203
2025-03-19,103504,49.2368
2025-03-20,103504,49.4568
2025-03-21,103504,49.7695
2025-03-22,103504,49.7695
2025-03-23,103504,49.7695
2025-03-24,103504,50.0369
2025-03-25,103504,50.4352
2025-03-26,103504,49.9541
2025-03-27,103504,49.3679
2025-03-28,103504,50.1986
2025-03-29,103504,50.1986
2025-03-30,103504,50.1986
2025-03-31,103504,50.4832
2025-04-01,103504,50.1989
2025-04-02,103504,49.8578
2025-04-03,103504,50.1218
2025-04-04,103504,49.3378
2025-04-05,103504,49.3378
2025-04-06,103504,49.3378
2025-04-07,103504,49.4558
2025-04-08,103504,49.3899
2025-04-09,103504,48.6412
2025-04-10,103504,49.3937
2025-04-11,103504,49.227
2025-04-12,103504,49.227
2025-04-13,103504,49.227
2025-04-14,103504,49.0224
2025-04-15,103504,48.6331
2025-04-16,103504,48.905
2025-04-17,103504,49.4393
2025-04-18,103504,49.5574
2025-04-19,103504,49.5574
2025-04-20,103504,49.5574
2025-04-21,103504,49.8314
2025-04-22,103504,49.7919
2025-04-23,103504,49.2801
2025-04-24,103504,49.0798
2025-04-25,103504,49.1119
2025-04-26,103504,49.1119
2025-04-27,103504,49.1119
2025-04-28,103504,49.2502
2025-04-29,103504,48.7246
2025-04-30,103504,47.929
2025-05-01,103504,47.5729
2025-05-02,103504,47.493
2025-05-03,103504,47.493
2025-05-04,103504,47.493
2025-05-05,103504,48.1795
2025-05-06,103504,48.4672
2025-05-07,103504,48.4825
2025-05-08,103504,48.9749
2025-05-09,103504,48.4043
2025-05-10,103504,48.4043
2025-05-11,103504,48.4043
2025-05-12,103504,48.1643
2025-05-13,103504,48.0019
2025-05-14,103504,47.6138
2025-05-15,103504,48.3349
2025-05-16,103504,48.793
2025-05-17,103504,48.793
2025-05-18,103504,48.793
2025-05-19,103504,48.472
2025-05-20,103504,48.8547
2025-05-21,103504,48.4801
2025-05-22,103504,48.2321
2025-05-23,103504,47.6001
2025-05-24,103504,47.6001
2025-05-25,103504,47.6001
2025-05-26,103504,47.3173
2025-05-27,103504,47.4955
2025-05-28,103504,46.4877
2025-05-29,103504,46.0952
2025-05-30,103504,45.8197
2025-05-31,103504,45.8197
2025-06-01,103504,45.8197
2025-06-02,103504,45.9394
2025-06-03,103504,45.7634
2025-06-04,103504,45.2593
2025-06-05,103504,45.144
2025-06-06,103504,44.5708
2025-06-07,103504,44.5708
2025-06-08,103504,44.5708
2025-06-09,103504,44.7185
2025-06-10,103504,44.1681
2025-06-11,103504,43.7531
2025-06-12,103504,43.6853
2025-06-13,103504,43.621
2025-06-14,103504,43.621
2025-06-15,103504,43.621
2025-06-16,103504,44.0122
2025-06-17,103504,43.9622
2025-06-18,103504,44.099
2025-06-19,103504,44.1087
2025-06-20,103504,44.1432
2025-06-21,103504,44.1432
2025-06-22,103504,44.1432
2025-06-23,103504,44.2557
2025-06-24,103504,44.8501
2025-06-25,103504,44.8773
2025-06-26,103504,45.2591
2025-06-27,103504,45.3484
2025-06-28,103504,45.3484
2025-06-29,103504,45.3484
2025-06-30,103504,44.6795
2025-07-01,103504,44.5004
2025-07-02,103504,44.0787
2025-07-03,103504,43.8371
2025-07-04,103504,44.3856
2025-07-05,103504,44.3856
2025-07-06,103504,44.3856
2025-07-07,103504,43.8425
2025-07-08,103504,44.2052
2025-07-09,103504,44.2928
2025-07-10,103504,44.3352
2025-07-11,103504,45.1753
2025-07-12,103504,45.1753
2025-07-13,103504,45.1753
2025-07-14,103504,44.2269
2025-07-15,103504,44.5129
2025-07-16,103504,43.9915
2025-07-17,103504,44.2172
2025-07-18,103504,44.2999
2025-07-19,103504,44.2999
2025-07-20,103504,44.2999
2025-07-21,103504,44.1853
2025-07-22,103504,43.657
2025-07-23,103504,43.7839
2025-07-24,103504,43.5888
2025-07-25,103504,43.1514
2025-07-26,103504,43.1514
2025-07-27,103504,43.1514
2025-07-28,103504,42.6703
2025-07-29,103504,43.1102
2025-07-30,103504,43.0377
2025-07-31,103504,43.2229
2025-08-01,103504,43.547
2025-08-02,103504,43.547
2025-08-03,103504,43.547
2025-08-04,103504,43.4611
2025-08-05,103504,43.203
2025-08-06,103504,43.4787
2025-08-07,103504,43.5189
2025-08-08,103504,43.1751
2025-08-09,103504,43.1751
2025-08-10,103504,43.1751
2025-08-11,103504,43.3454
2025-08-12,103504,43.1772
2025-08-13,103504,43.2824
2025-08-14,103504,42.9955
2025-08-15,103504,43.381
2025-08-16,103504,43.381
2025-08-17,103504,43.381
2025-08-18,103504,44.0377
2025-08-19,103504,44.2593
2025-08-20,103504,44.6888
2025-08-21,103504,44.1831
2025-08-22,103504,44.2506
2025-08-23,103504,44.2506
2025-08-24,103504,44.2506
2025-08-25,103504,44.2655
2025-08-26,103504,44.3075
2025-08-27,103504,44.311
2025-08-28,103504,44.0646
2025-08-29,103504,43.6248
2025-08-30,103504,43.6248
2025-08-31,103504,43.6248
2025-09-01,103504,43.2259
2025-09-02,103504,43.416
2025-09-03,103504,43.5198
2025-09-04,103504,43.5219
2025-09-05,103504,43.9681
2025-09-06,103504,43.9681
2025-09-07,103504,43.9681
2025-09-08,103504,43.6796
2025-09-09,103504,44.1017
2025-09-10,103504,43.9541
2025-09-11,103504,44.2838
2025-09-12,103504,44.1348
2025-09-13,103504,44.1348
2025-09-14,103504,44.1348
2025-09-15,103504,44.0324
2025-09-16,103504,43.6644
2025-09-17,103504,43.6047
2025-09-18,103504,44.6884
2025-09-19,103504,44.9561
2025-09-20,103504,44.9561
2025-09-21,103504,44.9561
2025-09-22,103504,45.1823
2025-09-23,103504,45.6951
2025-09-24,103504,45.5455
2025-09-25,103504,46.2495
2025-09-26,103504,46.7999
2025-09-27,103504,46.7999
2025-09-28,103504,46.7999
2025-09-29,103504,46.9638
2025-09-30,103504,47.4974
2025-10-01,103504,47.6746
2025-10-02,103504,47.7257
2025-10-03,103504,47.7016
2025-10-04,103504,47.7016
2025-10-05,103504,47.7016
2025-10-06,103504,47.6066
2025-10-07,103504,47.1842
2025-10-08,103504,47.3096
2025-10-09,103504,47.3442
2025-10-10,103504,47.7661
2025-10-11,103504,47.7661
2025-10-12,103504,47.7661
2025-10-13,103504,47.9906
2025-10-14,103504,47.8377
2025-10-15,103504,47.8354
2025-10-16,103504,47.7133
2025-10-17,103504,47.8804
2025-10-18,103504,47.8804
2025-10-19,103504,47.8804
2025-10-20,103504,47.3246
2025-10-21,103504,47.1353
2025-10-22,103504,47.353
2025-10-23,103504,46.9102
2025-10-24,103504,47.0658
2025-10-25,103504,47.0658
2025-10-26,103504,47.0658
2025-10-27,103504,47.9114
2025-10-28,103504,47.8176
2025-10-29,103504,47.7772
2025-10-30,103504,48.0259
2025-10-31,103504,47.4935
2025-11-01,103504,47.4935
2025-11-02,103504,47.4935
2025-11-03,103504,47.3405
2025-11-04,103504,47.135
2025-11-05,103504,46.6908
2025-11-06,103504,46.9606
2025-11-07,103504,47.4921
2025-11-08,103504,47.4921
2025-11-09,103504,47.4921
2025-11-10,103504,47.2245
2025-11-11,103504,46.995
2025-11-12,103504,47.158
2025-11-13,103504,46.9485
2025-11-14,103504,47.2518
2025-11-15,103504,47.2518
2025-11-16,103504,47.2518
2025-11-17,103504,47.5097
2025-11-18,103504,47.7505
2025-11-19,103504,48.2166
2025-11-20,103504,48.5231
2025-11-21,103504,48.4168
2025-11-22,103504,48.4168
2025-11-23,103504,48.4168
2025-11-24,103504,48.8702
2025-11-25,103504,49.4436
2025-11-26,103504,49.8381
2025-11-27,103504,49.747
2025-11-28,103504,49.4111
2025-11-29,103504,49.4111
2025-11-30,103504,49.4111
2025-12-01,103504,49.8565
2025-12-02,103504,49.579
2025-12-03,103504,49.2756
2025-12-04,103504,48.7931
2025-12-05,103504,49.0358
2025-12-06,103504,49.0358
2025-12-07,103504,49.0358
2025-12-08,103504,48.6335
2025-12-09,103504,48.6753
2025-12-10,103504,49.6224
2025-12-11,103504,49.7803
2025-12-12,103504,50.6342
2025-12-13,103504,50.6342
2025-12-14,103504,50.6342
2025-12-15,103504,51.3457
2025-12-16,103504,50.9664
2025-12-17,103504,50.7823
2025-12-18,103504,51.0724
2025-12-19,103504,50.1472
2025-12-20,103504,50.1472
2025-12-21,103504,50.1472
2025-12-22,103504,50.0878
2025-12-23,103504,50.467
2025-12-24,103504,49.6443
2025-12-25,103504,49.4404
2025-12-26,103504,50.0612
2025-12-27,103504,50.0612
2025-12-28,103504,50.0612
2025-12-29,103504,49.8283
2025-12-30,103504,49.8095
2025-12-31,103504,49.8528
2026-01-01,103504,50.159
2026-01-02,103504,50.0499
2026-01-03,103504,50.0499
2026-01-04,103504,50.0499
2026-01-05,103504,50.4468
2026-01-06,103504,50.2445
2026-01-07,103504,49.8479
2026-01-08,103504,50.4068
2026-01-09,103504,51.2253
2026-01-10,103504,51.2253
2026-01-11,103504,51.2253
2026-01-12,103504,50.5036
2026-01-13,103504,50.8982
2026-01-14,103504,51.1467
2026-01-15,103504,50.6801
2026-01-16,103504,51.2938
2026-01-17,103504,51.2938
2026-01-18,103504,51.2938
2026-01-19,103504,51.8707
2026-01-20,103504,51.8375
2026-01-21,103504,52.1748
2026-01-22,103504,52.0541
2026-01-23,103504,51.9868
2026-01-24,103504,51.9868
2026-01-25,103504,51.9868
2026-01-26,103504,51.4265
2026-01-27,103504,50.9014
2026-01-28,103504,50.5392
2026-01-29,103504,50.25
2026-01-30,103504,50.0325
2026-01-31,103504,50.0325
2026-02-01,103504,50.0325
2026-02-02,103504,50.2663
2026-02-03,103504,49.885
2026-02-04,103504,49.5296
2026-02-05,103504,50.2806
2026-02-06,103504,50.4466
2026-02-07,103504,50.4466
2026-02-08,103504,50.4466
2026-02-09,103504,50.271
2026-02-10,103504,50.6913
2026-02-11,103504,51.0076
2026-02-12,103504,50.3623
2026-02-13,103504,50.0935
2026-02-14,103504,50.0935
2026-02-15,103504,50.0935
2026-02-16,103504,49.9922
2026-02-17,103504,50.7286
2026-02-18,103504,50.4065
2026-02-19,103504,51.2381
2026-02-20,103504,51.1628
2026-02-21,103504,51.1628
2026-02-22,103504,51.1628
2026-02-23,103504,51.1912
2026-02-24,103504,51.2245
2026-02-25,103504,51.012
2026-02-26,103504,50.2549
2026-02-27,103504,50.46
2026-02-28,103504,50.46
2026-03-01,103504,50.46
2026-03-02,103504,50.3819
2026-03-03,103504,51.3541
2026-03-04,103504,50.8394
2026-03-05,103504,51.0754
2026-03-06,103504,51.0764
2026-03-07,103504,51.0764
2026-03-08,103504,51.0764
2026-03-09,103504,51.1489
2026-03-10,103504,52.3065
2026-03-11,103504,52.3576
2026-03-12,103504,51.8724
2026-03-13,103504,52.128
2026-03-14,103504,52.128
2026-03-15,103504,52.128
2026-03-16,103504,52.3833
2026-03-17,103504,52.0286
2026-03-18,103504,51.8384
2026-03-19,103504,51.5917
2026-03-20,103504,51.7413
2026-03-21,103504,51.7413
2026-03-22,103504,51.7413
2026-03-23,103504,52.3794
2026-03-24,103504,52.8845
2026-03-25,103504,52.8318
2026-03-26,103504,53.29
2026-03-27,103504,53.5194
2026-03-28,103504,53.5194
2026-03-29,103504,53.5194
2026-03-30,103504,53.7376
2026-03-31,103504,53.2946
2026-04-01,103504,53.4324
2026-04-02,103504,53.1906
2026-04-03,103504,53.0108
2026-04-04,103504,53.0108
2026-04-05,103504,53.0108
2026-04-06,103504,53.0453
2026-04-07,103504,53.068
2026-04-08,103504,53.7405
2026-04-09,103504,52.99
2026-04-10,103504,53.4319
2026-04-11,103504,53.4319
2026-04-12,103504,53.4319
2026-04-13,103504,52.9023
2026-04-14,103504,53.2223
2026-04-15,103504,53.9138
2026-04-16,103504,53.6461
2026-04-17,103504,52.9045
2026-04-18,103504,52.9045
2026-04-19,103504,52.9045
2026-04-20,103504,53.478
2026-04-21,103504,53.8076
2026-04-22,103504,53.4862
2026-04-23,103504,53.0569
2026-04-24,103504,53.2736
2026-04-25,103504,53.2736
2026-04-26,103504,53.2736
2026-04-27,103504,53.0967
2026-04-28,103504,53.2292
2026-04-29,103504,52.67
2026-04-30,103504,52.9179
2026-05-01,103504,53.7922
2026-05-02,103504,53.7922
2026-05-03,103504,53.7922
2026-05-04,103504,54.0035
2026-05-05,103504,54.1613
2026-05-06,103504,54.7563
2026-05-07,103504,55.134
2026-05-08,103504,55.0718
2026-05-09,103504,55.0718
2026-05-10,103504,55.0718
2026-05-11,103504,54.5811
2026-05-12,103504,54.4098
2026-05-13,103504,54.2764
2026-05-14,103504,54.5905
2026-05-15,103504,54.3563
2026-05-16,103504,54.3563
2026-05-17,103504,54.3563
2026-05-18,103504,54.6069
2026-05-19,103504,54.2521
2026-05-20,103504,55.409
2026-05-21,103504,54.4412
2026-05-22,103504,54.2602
2026-05-23,103504,54.2602
2026-05-24,103504,54.2602
2026-05-25,103504,55.1133
2026-05-26,103504,55.1467
2026-05-27,103504,54.6756
2026-05-28,103504,55.3162
2026-05-29,103504,55.9451
2026-05-30,103504,55.9451
2026-05-31,103504,55.9451
2026-06-01,103504,56.0347
2026-06-02,103504,55.8196
2026-06-03,103504,55.8702
2026-06-04,103504,56.0565
2026-06-05,103504,55.275
2026-06-06,103504,55.275
2026-06-07,103504,55.275
2026-06-08,103504,54.4533
2026-06-09,103504,54.9331
2026-06-10,103504,55.6253
2026-06-11,103504,55.6627
2025-01-17,118632,49.8535
2025-01-18,118632,49.8535
2025-01-19,118632,49.8535
2025-01-20,118632,49.926
2025-01-21,118632,49.7619
2025-01-22,118632,50.2777
2025-01-23,118632,50.3188
2025-01-24,118632,50.5775
2025-01-25,118632,50.5775
2025-01-26,118632,50.5775
2025-01-27,118632,50.376
2025-01-28,118632,50.8044
2025-01-29,118632,50.6862
2025-01-30,118632,51.14
2025-01-31,118632,51.4342
2025-02-01,118632,51.4342
2025-02-02,118632,51.4342
2025-02-03,118632,51.2513
2025-02-04,118632,51.8945
2025-02-05,118632,51.2506
2025-02-06,118632,51.8129
2025-02-07,118632,51.4486
2025-02-08,118632,51.4486
2025-02-09,118632,51.4486
2025-02-10,118632,51.0302
2025-02-11,118632,51.1157
2025-02-12,118632,50.9828
2025-02-13,118632,51.1826
2025-02-14,118632,51.4206
2025-02-15,118632,51.4206
2025-02-16,118632,51.4206
2025-02-17,118632,51.9718
2025-02-18,118632,51.9585
2025-02-19,118632,51.9762
2025-02-20,118632,51.458
2025-02-21,118632,51.8516
2025-02-22,118632,51.8516
2025-02-23,118632,51.8516
2025-02-24,118632,51.4637
2025-02-25,118632,50.7817
2025-02-26,118632,50.7015
2025-02-27,118632,49.8794
2025-02-28,118632,50.0841
2025-03-01,118632,50.0841
2025-03-02,118632,50.0841
2025-03-03,118632,50.5005
2025-03-04,118632,50.6713
2025-03-05,118632,50.3326
2025-03-06,118632,50.115
2025-03-07,118632,50.3971
2025-03-08,118632,50.3971
2025-03-09,118632,50.3971
2025-03-10,118632,50.3508
2025-03-11,118632,50.0743
2025-03-12,118632,50.3595
2025-03-13,118632,50.4468
2025-03-14,118632,50.8051
2025-03-15,118632,50.8051
2025-03-16,118632,50.8051
2025-03-17,118632,50.2504
2025-03-18,118632,50.7379
2025-03-19,118632,50.6993
2025-03-20,118632,50.4067
2025-03-21,118632,50.6689
2025-03-22,118632,50.6689
2025-03-23,118632,50.6689
2025-03-24,118632,50.8137
2025-03-25,118632,50.6294
2025-03-26,118632,50.3587
2025-03-27,118632,50.4445
2025-03-28,118632,50.4989
2025-03-29,118632,50.4989
2025-03-30,118632,50.4989
2025-03-31,118632,50.4956
2025-04-01,118632,50.7388
2025-04-02,118632,50.7942
2025-04-03,118632,51.1111
2025-04-04,118632,51.815
2025-04-05,118632,51.815
2025-04-06,118632,51.815
2025-04-07,118632,52.6225
2025-04-08,118632,52.6047
2025-04-09,118632,53.3145
2025-04-10,118632,53.1191
2025-04-11,118632,53.4119
2025-04-12,118632,53.4119
2025-04-13,118632,53.4119
2025-04-14,118632,53.3231
2025-04-15,118632,53.2028
2025-04-16,118632,53.646
2025-04-17,118632,52.8207
2025-04-18,118632,53.2309
2025-04-19,118632,53.2309
2025-04-20,118632,53.2309
2025-04-21,118632,53.1796
2025-04-22,118632,52.8141
2025-04-23,118632,52.6196
2025-04-24,118632,52.5308
2025-04-25,118632,52.2994
2025-04-26,118632,52.2994
2025-04-27,118632,52.2994
2025-04-28,118632,52.6433
2025-04-29,118632,52.9337
2025-04-30,118632,53.2891
2025-05-01,118632,52.6999
2025-05-02,118632,52.9778
2025-05-03,118632,52.9778
2025-05-04,118632,52.9778
2025-05-05,118632,51.9637
2025-05-06,118632,52.2935
2025-05-07,118632,52.4387
2025-05-08,118632,51.8558
2025-05-09,118632,51.0027
2025-05-10,118632,51.0027
2025-05-11,118632,51.0027
2025-05-12,118632,51.1535
2025-05-13,118632,51.7232
2025-05-14,118632,51.8773
2025-05-15,118632,51.2537
2025-05-16,118632,51.776
2025-05-17,118632,51.776
2025-05-18,118632,51.776
2025-05-19,118632,52.0032
2025-05-20,118632,51.2168
2025-05-21,118632,51.194
2025-05-22,118632,51.4438
2025-05-23,118632,51.4833
2025-05-24,118632,51.4833
2025-05-25,118632,51.4833
2025-05-26,118632,51.7744
2025-05-27,118632,52.346
2025-05-28,118632,52.3632
2025-05-29,118632,52.0686
2025-05-30,118632,51.5923
2025-05-31,118632,51.5923
2025-06-01,118632,51.5923
2025-06-02,118632,52.2277
2025-06-03,118632,52.3129
2025-06-04,118632,52.4821
2025-06-05,118632,52.643
2025-06-06,118632,52.7063
2025-06-07,118632,52.7063
2025-06-08,118632,52.7063
2025-06-09,118632,52.4174
2025-06-10,118632,52.4819
2025-06-11,118632,52.4053
2025-06-12,118632,52.7276
2025-06-13,118632,52.8982
2025-06-14,118632,52.8982
2025-06-15,118632,52.8982
2025-06-16,118632,52.728
2025-06-17,118632,52.2714
2025-06-18,118632,52.3381
2025-06-19,118632,52.5783
2025-06-20,118632,52.9286
2025-06-21,118632,52.9286
2025-06-22,118632,52.9286
2025-06-23,118632,53.1092
2025-06-24,118632,52.9612
2025-06-25,118632,53.2511
2025-06-26,118632,53.7334
2025-06-27,118632,52.696
2025-06-28,118632,52.696
2025-06-29,118632,52.696
2025-06-30,118632,52.4723
2025-07-01,118632,52.7418
2025-07-02,118632,52.5033
2025-07-03,118632,53.1831
2025-07-04,118632,53.3383
2025-07-05,118632,53.3383
2025-07-06,118632,53.3383
2025-07-07,118632,53.4717
2025-07-08,118632,53.7534
2025-07-09,118632,54.343
2025-07-10,118632,54.2846
2025-07-11,118632,54.5401
2025-07-12,118632,54.5401
2025-07-13,118632,54.5401
2025-07-14,118632,54.8549
2025-07-15,118632,55.3956
2025-07-16,118632,56.2611
2025-07-17,118632,56.229
2025-07-18,118632,56.5425
2025-07-19,118632,56.5425
2025-07-20,118632,56.5425
2025-07-21,118632,56.6975
2025-07-22,118632,56.6309
2025-07-23,118632,56.8187
2025-07-24,118632,56.6557
2025-07-25,118632,56.3241
2025-07-26,118632,56.3241
2025-07-27,118632,56.3241
2025-07-28,118632,56.2526
2025-07-29,118632,56.1392
2025-07-30,118632,56.0634
2025-07-31,118632,55.9168
2025-08-01,118632,56.0114
2025-08-02,118632,56.0114
2025-08-03,118632,56.0114
2025-08-04,118632,56.5313
2025-08-05,118632,55.9708
2025-08-06,118632,56.1846
2025-08-07,118632,56.3272
2025-08-08,118632,56.4482
2025-08-09,118632,56.4482
2025-08-10,118632,56.4482
2025-08-11,118632,56.5276
2025-08-12,118632,56.1556
2025-08-13,118632,56.1824
2025-08-14,118632,55.9681
2025-08-15,118632,55.3954
2025-08-16,118632,55.3954
2025-08-17,118632,55.3954
2025-08-18,118632,55.4789
2025-08-19,118632,55.8172
2025-08-20,118632,56.2004
2025-08-21,118632,56.4799
2025-08-22,118632,56.3693
2025-08-23,118632,56.3693
2025-08-24,118632,56.3693
2025-08-25,118632,56.2877
2025-08-26,118632,55.9395
2025-08-27,118632,56.7873
2025-08-28,118632,56.3309
2025-08-29,118632,56.7915
2025-08-30,118632,56.7915
2025-08-31,118632,56.7915
2025-09-01,118632,56.5708
2025-09-02,118632,56.6626
2025-09-03,118632,57.1742
2025-09-04,118632,57.0356
2025-09-05,118632,56.8941
2025-09-06,118632,56.8941
2025-09-07,118632,56.8941
2025-09-08,118632,57.3807
2025-09-09,118632,57.3882
2025-09-10,118632,57.1212
2025-09-11,118632,56.3924
2025-09-12,118632,56.2007
2025-09-13,118632,56.2007
2025-09-14,118632,56.2007
2025-09-15,118632,56.6864
2025-09-16,118632,57.4891
2025-09-17,118632,58.2775
2025-09-18,118632,58.509
2025-09-19,118632,58.296
2025-09-20,118632,58.296
2025-09-21,118632,58.296
2025-09-22,118632,57.7707
2025-09-23,118632,57.6595
2025-09-24,118632,57.3082
2025-09-25,118632,57.9805
2025-09-26,118632,58.9331
2025-09-27,118632,58.9331
2025-09-28,118632,58.9331
2025-09-29,118632,58.8687
2025-09-30,118632,58.9199
2025-10-01,118632,59.4805
2025-10-02,118632,59.6686
2025-10-03,118632,59.4837
2025-10-04,118632,59.4837
2025-10-05,118632,59.4837
2025-10-06,118632,58.7537
2025-10-07,118632,59.199
2025-10-08,118632,58.7426
2025-10-09,118632,58.6712
2025-10-10,118632,58.7525
2025-10-11,118632,58.7525
2025-10-12,118632,58.7525
2025-10-13,118632,59.6845
2025-10-14,118632,59.5321
2025-10-15,118632,59.0882
2025-10-16,118632,58.719
2025-10-17,118632,58.9462
2025-10-18,118632,58.9462
2025-10-19,118632,58.9462
2025-10-20,118632,58.9986
2025-10-21,118632,58.8505
2025-10-22,118632,58.9757
2025-10-23,118632,59.094
2025-10-24,118632,58.8935
2025-10-25,118632,58.8935
2025-10-26,118632,58.8935
2025-10-27,118632,58.9423
2025-10-28,118632,59.106
2025-10-29,118632,57.8496
2025-10-30,118632,58.0135
2025-10-31,118632,58.5442
2025-11-01,118632,58.5442
2025-11-02,118632,58.5442
2025-11-03,118632,58.2129
2025-11-04,118632,58.1438
2025-11-05,118632,58.0136
2025-11-06,118632,57.7483
2025-11-07,118632,58.161
2025-11-08,118632,58.161
2025-11-09,118632,58.161
2025-11-10,118632,59.0447
2025-11-11,118632,58.1859
2025-11-12,118632,57.8332
2025-11-13,118632,57.7271
2025-11-14,118632,57.9046
2025-11-15,118632,57.9046
2025-11-16,118632,57.9046
2025-11-17,118632,57.45
2025-11-18,118632,57.2208
2025-11-19,118632,56.854
2025-11-20,118632,56.5126
2025-11-21,118632,56.9779
2025-11-22,118632,56.9779
2025-11-23,118632,56.9779
2025-11-24,118632,57.7041
2025-11-25,118632,58.1513
2025-11-26,118632,58.9639
2025-11-27,118632,58.7363
2025-11-28,118632,58.6985
2025-11-29,118632,58.6985
2025-11-30,118632,58.6985
2025-12-01,118632,58.7444
2025-12-02,118632,58.8147
2025-12-03,118632,59.2079
2025-12-04,118632,59.1474
2025-12-05,118632,59.623
2025-12-06,118632,59.623
2025-12-07,118632,59.623
2025-12-08,118632,60.3097
2025-12-09,118632,60.1456
2025-12-10,118632,60.2899
2025-12-11,118632,60.4413
2025-12-12,118632,60.2735
2025-12-13,118632,60.2735
2025-12-14,118632,60.2735
2025-12-15,118632,59.9765
2025-12-16,118632,59.7504
2025-12-17,118632,59.524
2025-12-18,118632,59.3592
2025-12-19,118632,58.3966
2025-12-20,118632,58.3966
2025-12-21,118632,58.3966
2025-12-22,118632,58.8076
2025-12-23,118632,59.587
2025-12-24,118632,59.4345
